Product Name,Price,Miles,Dealername,Rating,Location,Reviews
2023 Jeep Grand Cherokee Overland,46911,10800,Zeigler Chrysler Dodge Jeep Ram of Schaumburg,4.4,"Schaumburg, IL (26 mi.)",1401
2025 Honda CR-V Hybrid Sport-L,40655,0,Bosak Honda,4.5,"Highland, IN (26 mi.)",694
2025 Mercedes-Benz CLA 250 Base,53525,0,Mercedes-Benz of Hoffman Estates,4.7,"Hoffman Estates, IL (27 mi.)",1248
2020 Hyundai Sonata SEL,17491,60142,All In Auto,0.0,"Palatine, IL (28 mi.)",4
2006 Ford Mustang GT,18800,49486,Power Motorcars,4.7,"Naperville, IL (28 mi.)",35
2013 Mazda Mazda3 i Touring,4950,142600,Not found,0.0,"Mokena, IL (28 mi.)",0
2024 Dodge Hornet GT AWD,35486,0,Castle Chrysler Dodge Jeep Ram of Naperville,4.2,"Naperville, IL (30 mi.)",1654
2025 Mercedes-Benz GLC 300 Base 4MATIC,54700,0,Mercedes-Benz of Chicago,4.8,"Chicago, IL (3 mi.)",1360
2024 Ford Escape ST-Line,32864,0,Fox Ford of Chicago,4.9,"Chicago, IL (4 mi.)",2032
2024 Nissan Rogue SV,33449,0,Berman Nissan of Chicago,4.7,"Chicago, IL (6 mi.)",1283
2022 Audi Q3 S-Line Premium Plus,33998,12794,CarMax Virginia Beach,0.0,Location not found,6
2024 Nissan Rogue SV,31327,0,Berman Nissan of Chicago,4.7,"Chicago, IL (6 mi.)",1283
2025 Subaru Forester Premium,33580,0,Berman Subaru of Chicago,4.4,"Chicago, IL (8 mi.)",778
2022 Volvo XC60 Recharge Plug-In Hybrid T8 Inscription,43698,39177,The Autobarn Volvo Cars of Oak Park,4.9,"Oak Park, IL (9 mi.)",1062
2021 Ford F-150 XL,30977,59295,Al Piemonte Ford,4.8,"Melrose Park, IL (12 mi.)",750
2022 Acura RDX Technology,33998,23698,CarMax Pharr,0.0,Location not found,2
2025 Chevrolet Equinox 1LT,31230,0,Castle Chevrolet of Villa Park,4.2,"Villa Park, IL (17 mi.)",1163
2024 Subaru Outback Touring,42661,0,Grand Subaru,4.9,"Bensenville, IL (17 mi.)",3896
2025 Honda CR-V Hybrid Sport,36499,0,Honda on Grand,4.7,"Elmhurst, IL (17 mi.)",2450
2021 BMW 530 xDrive,35888,24066,Chicago Auto Place,4.4,"Downers Grove, IL (18 mi.)",420
2024 Mercedes-Benz GLS 450 4MATIC,81777,3706,Mercedes-Benz of Westmont,4.6,"Westmont, IL (18 mi.)",1260
2007 BMW Z4 3.0i Roadster,14985,61623,Xchange Motors,5.0,"Addison, IL (19 mi.)",12
2024 Nissan Rogue S,28597,0,Zeigler Nissan of Orland Park,4.8,"Orland Park, IL (22 mi.)",4028
2025 RAM 1500 Big Horn/Lone Star,54861,0,Bettenhausen Chrysler Dodge Jeep RAM,4.9,"Tinley Park, IL (22 mi.)",4744
2022 Honda CR-V Hybrid EX-L,29805,35872,Muller Subaru Volkswagen,0.0,"Highland Park, IL (24 mi.)",89
2016 Chevrolet Malibu Limited LS,12495,121630,DriveTime of Highland,0.0,"Highland, IN (26 mi.)",8
2022 Ford Escape SE,19900,30006,All In Auto,0.0,"Palatine, IL (28 mi.)",4
2024 Hyundai Elantra SEL,22562,0,Hyundai of Palatine,2.7,"Palatine, IL (28 mi.)",508
2024 Mercedes-Benz GLB 250 Base,39991,3312,Mercedes-Benz of Naperville,4.7,"Naperville, IL (30 mi.)",1030
2024 Hyundai IONIQ 5 SE,42350,0,Napleton Downtown Chevrolet Buick GMC,3.9,"Chicago, IL (3 mi.)",1003
2024 Ford Escape Active,30356,0,Zeigler Ford of North Riverside,4.7,"North Riverside, IL (9 mi.)",518
2023 Dodge Durango R/T Plus AWD,37999,38449,McGrath City Hyundai,4.0,"Chicago, IL (9 mi.)",3042
2021 Hyundai Palisade Limited,33998,58766,CarMax Kenosha,0.0,Location not found,8
2024 Jeep Grand Cherokee 4xe Base,43500,0,Berman Chrysler Dodge Jeep Ram,4.1,"Oak Lawn, IL (13 mi.)",56
2021 Subaru Outback Premium,26998,26196,CarMax St. Louis Mid Rivers Mall,0.0,Location not found,9
2023 Jeep Compass Latitude,23998,32081,CarMax Hillside (Eisenhower Expy),0.0,"Hillside, IL (14 mi.)",14
2022 Mazda CX-5 2.5 S,24413,19953,Napleton's Oak Lawn Mazda,3.9,"Oak Lawn, IL (14 mi.)",594
2024 Nissan Rogue SV,31499,0,Countryside Nissan,4.7,"Countryside, IL (14 mi.)",2536
2024 Nissan Sentra SV,19799,21618,Countryside Nissan,4.7,"Countryside, IL (14 mi.)",2536
2004 Toyota 4Runner Sport,5895,163360,Pro Cars USA Inc,4.3,"Alsip, IL (16 mi.)",22
2005 Mercedes-Benz SL-Class,17995,42907,Highline Auto Sales,4.5,"Willowbrook, IL (18 mi.)",363
2013 Chevrolet Silverado 1500 LT,14999,141445,Chicago Carmaster,0.0,"Wood Dale, IL (19 mi.)",17
2013 Ford Edge SEL,9998,117277,Mr. C's Auto Mart,5.0,"Midlothian, IL (19 mi.)",155
2025 Chevrolet Equinox LT,31255,0,Phillips Chevrolet of Lansing,5.0,"Lansing, IL (22 mi.)",6799
2025 Genesis GV70 3.5T Sport,66095,0,Genesis of Schaumburg,0.0,"SCHAUMBURG, IL (25 mi.)",1
2023 Jeep Compass Latitude Lux,27998,13303,CarMax Tinley Park,0.0,"Tinley Park, IL (25 mi.)",16
2020 Chevrolet Silverado 1500 WT,19995,93133,Auto Select,0.0,"Roselle, IL (26 mi.)",1
2025 Mercedes-Benz GLC 300 4MATIC Coupe,68030,0,Mercedes-Benz of Hoffman Estates,4.7,"Hoffman Estates, IL (27 mi.)",1248
2012 Mercedes-Benz CLS-Class CLS 550,14500,93000,Lake Motor Group LLC,3.6,"Griffith, IN (29 mi.)",23
2025 Chevrolet Equinox 1LT,34870,0,Chevrolet of Naperville,4.7,"Naperville, IL (30 mi.)",2527
2025 Buick Envista Preferred FWD,23641,0,Woody Buick GMC Naperville,4.8,"Naperville, IL (30 mi.)",687
2025 Mazda CX-5 2.5 Turbo Premium Package,39425,0,McGrath City Mazda,4.6,"Chicago, IL (9 mi.)",727
2014 FIAT 500L Trekking,9991,52308,Hawk CDJR,4.8,"Forest Park, IL (10 mi.)",755
2025 Mercedes-Benz E-Class E 450,78315,0,Loeber Motors Mercedes-Benz,0.0,"Lincolnwood, IL (11 mi.)",0
2014 Ford C-Max Hybrid SE,14599,31091,CarMax Gainesville,0.0,Location not found,4
2002 Chevrolet Corvette Base,18500,41189,Zeigler Cadillac of Lincolnwood,4.4,"Lincolnwood, IL (11 mi.)",660
2024 Nissan Versa 1.6 SV,21770,0,Al Piemonte Nissan,4.3,"Melrose Park, IL (12 mi.)",3522
2017 Nissan Maxima Platinum,20998,71820,CarMax Killeen,0.0,Location not found,2
2021 Toyota Highlander XLE,34673,38408,Advantage Toyota of River Oaks,4.5,"Calumet City, IL (20 mi.)",529
2025 Nissan Rogue S,32720,0,Bill Kay Downers Grove Nissan,4.7,"Downers Grove, IL (21 mi.)",2571
2025 Mazda CX-5 Premium Plus,36136,0,Castle Mazda Downers Grove,4.3,"Downers Grove, IL (21 mi.)",98
2021 Jeep Grand Cherokee Summit,31309,49711,Zeigler Chrysler Dodge Jeep Ram of Downers Grove,4.3,"Downers Grove, IL (22 mi.)",897
2025 Chevrolet Blazer 2LT,35750,0,Tasca Chevrolet Wheeling,4.8,"Wheeling, IL (24 mi.)",3513
2025 Audi Q7 45 Premium Plus,71545,0,The Audi Exchange,4.5,"Highland Park, IL (24 mi.)",993
1991 Chevrolet Corvette Base,28800,4660,Diamond Motorworks,4.8,"Lisle, IL (25 mi.)",332
2011 INFINITI G37x Base,9995,148222,Affinity Auto Sales,4.0,"West Chicago, IL (25 mi.)",51
2024 Ford Escape ST-Line Select,34474,0,Hawk Ford of Carol Stream,4.8,"Carol Stream, IL (26 mi.)",305
2025 Mazda CX-5 Signature,42303,0,Napleton's Schaumburg Mazda,4.0,"Schaumburg, IL (26 mi.)",200
2024 Subaru Outback Limited XT,35475,3091,Arlington Heights Buick GMC,4.9,"Arlington heights, IL (26 mi.)",5866
2010 Toyota Tundra Grade,12995,148814,Carvibe LLC,4.6,"Gary, IN (27 mi.)",9
2025 Audi Q7 55 Prestige,81700,0,Audi Hoffman Estates,4.7,"Hoffman Estates, IL (27 mi.)",5504
2025 Mercedes-Benz E-Class E 350,72275,0,Knauz Auto Park,4.4,"Lake Bluff, IL (30 mi.)",2067
2024 Hyundai Elantra SEL,24205,0,McGrath City Hyundai,4.0,"Chicago, IL (9 mi.)",3042
2025 Mazda CX-5 2.5 Turbo Premium Package,38275,0,McGrath City Mazda,4.6,"Chicago, IL (9 mi.)",727
2024 Cadillac Escalade Premium Luxury,98190,0,Zeigler Cadillac of Lincolnwood,4.4,"Lincolnwood, IL (11 mi.)",660
2012 Toyota Sienna XLE,19998,82256,CarMax Lubbock,0.0,Location not found,0
2024 Mazda CX-5 Signature,42029,0,The Autobarn Mazda of Evanston,4.8,"Evanston, IL (11 mi.)",1479
2024 GMC Terrain Denali,38522,1628,Sherman Dodge Chrysler Jeep RAM,4.0,"Skokie, IL (12 mi.)",2008
2010 Nissan Rogue SL,5800,105270,Capital Auto Finance,0.0,"Bridgeview, IL (12 mi.)",5
2024 Nissan Rogue Platinum,33897,0,Old Orchard Nissan,4.6,"Skokie, IL (14 mi.)",3581
2025 Honda CR-V LX,33405,0,Gerald Honda of Countryside,4.9,"Countryside, IL (14 mi.)",1857
2015 Kia Optima LX,10998,115564,CarMax Spokane,0.0,Location not found,2
2011 Chevrolet Corvette Z06,54800,18181,CHICAGO AUTO SPORTS,4.2,"Bensenville, IL (16 mi.)",5
2019 BMW 430 Gran Coupe i xDrive,21495,69539,Baha Auto Group,0.0,"Palos Hills, IL (16 mi.)",1
2024 Mercedes-Benz GLC 300 Base 4MATIC,51785,0,Autohaus on Edens,4.7,"Northbrook, IL (19 mi.)",3067
2017 Cadillac XT5 Luxury,19497,58536,Bill Kay Buick GMC,4.5,"Downers Grove, IL (22 mi.)",1453
2025 Chevrolet Equinox LT,31064,0,Phillips Chevrolet of Lansing,5.0,"Lansing, IL (22 mi.)",6799
2024 Audi Q5 45 S line Premium Plus,44900,6560,The Audi Exchange,4.5,"Highland Park, IL (24 mi.)",993
2024 Chevrolet Blazer 3LT,43640,0,Tasca Chevrolet Wheeling,4.8,"Wheeling, IL (24 mi.)",3513
2024 Mercedes-Benz GLE 350 4MATIC,73535,0,Mercedes-Benz of Hoffman Estates,4.7,"Hoffman Estates, IL (27 mi.)",1248
2017 Honda Civic Si,15895,107750,Schererville Auto Sales,0.0,"Schererville, IN (29 mi.)",2
2015 Hyundai Sonata Sport 2.0T,8995,132939,Schererville Auto Sales,0.0,"Schererville, IN (29 mi.)",2
2025 Chevrolet Equinox FWD ACTIV,33930,0,Chevrolet of Naperville,4.7,"Naperville, IL (30 mi.)",2527
2025 Chevrolet Equinox 1LT,30775,0,Chevrolet of Naperville,4.7,"Naperville, IL (30 mi.)",2527
2020 Jeep Compass Latitude,15949,71073,Midway Dodge,4.6,"Chicago, IL (7 mi.)",1036
2023 Mercedes-Benz GLS 580 GLS 580,90988,4465,Loeber Motors Mercedes-Benz,0.0,"Lincolnwood, IL (11 mi.)",0
2024 Porsche Macan Base,67794,1904,Porsche Lincolnwood,4.5,"Lincolnwood, IL (11 mi.)",87
2020 Volkswagen Atlas Cross Sport SEL,26998,57353,CarMax Augusta,0.0,Location not found,6
2024 Ford Escape Base,39687,0,Westfield Ford,4.3,"Countryside, IL (14 mi.)",1169
2019 Dodge Challenger SXT,23998,43148,CarMax Clermont,0.0,Location not found,2
2021 Audi Q5 45 Premium Plus,32800,45179,CHICAGO AUTO SPORTS,4.2,"Bensenville, IL (16 mi.)",5
2024 Ford Bronco Sport Big Bend,31722,0,Roesch Ford,4.6,"Bensenville, IL (17 mi.)",537
2025 Subaru Forester Sport,36889,0,Grand Subaru,4.9,"Bensenville, IL (17 mi.)",3896
2014 Acura ILX 2.0L Technology,8299,158407,Your Choice Auto Sales of Posen,4.3,"Posen, IL (18 mi.)",113
2025 Mercedes-Benz CLA 250 Base 4MATIC,48895,0,Mercedes-Benz of Westmont,4.6,"Westmont, IL (18 mi.)",1260
2024 Acura ZDX Type S,75450,0,Ed Napleton Acura Kia,4.4,"Elmhurst, IL (18 mi.)",1393
2015 Lexus ES 350 Crafted Line,15999,116388,Your Choice Auto Sales of Posen,4.3,"Posen, IL (18 mi.)",113
2015 BMW X6 xDrive35i,22982,82683,Star Motor Sales,4.5,"Downers Grove, IL (21 mi.)",219
2015 Mercedes-Benz S-Class 4MATIC,28549,63527,Auto's of Chicago,4.0,"Arlington Heights, IL (23 mi.)",83
2024 BMW X3 M40i,65571,3176,Bill Kay Chevrolet,4.6,"Lisle, IL (23 mi.)",2383
2025 Audi Q7 55 Premium Plus,75800,0,The Audi Exchange,4.5,"Highland Park, IL (24 mi.)",993
2011 Nissan Murano SL,5795,145200,Napleton's Arlington Heights Chrysler Dodge Jeep RAM,4.4,"Arlington Heights, IL (26 mi.)",3364
2024 Mercedes-Benz Sprinter 3500XD High Roof,149999,426,Mercedes-Benz of Hoffman Estates,4.7,"Hoffman Estates, IL (27 mi.)",1248
2024 Acura ZDX BASE,69850,0,Advantage Acura of Naperville,4.3,"Naperville, IL (30 mi.)",464
2021 Cadillac XT5 Premium Luxury,31495,41003,Cadillac of Naperville,4.7,"Naperville, IL (30 mi.)",269
2023 Toyota Highlander LE,31495,37673,INFINITI of Naperville,4.9,"Naperville, IL (30 mi.)",3709
2020 Kia Optima S,18999,29568,West Chicago Auto Mall,3.6,"West Chicago, IL (3 mi.)",127
2024 Hyundai Elantra SEL,23720,0,McGrath City Hyundai,4.0,"Chicago, IL (9 mi.)",3042
2024 Mazda CX-5 Signature,41999,0,The Autobarn Mazda of Evanston,4.8,"Evanston, IL (11 mi.)",1479
2016 Dodge Journey SXT,14599,57015,CarMax Gainesville,0.0,Location not found,4
2019 Dodge Charger Police,21795,63851,Asia Motors Inc.,0.0,"Melrose Park, IL (13 mi.)",66
2020 Kia Niro Plug-In Hybrid EX Premium,25998,30989,CarMax Gulf Freeway,0.0,Location not found,9
2025 Mazda CX-5 2.5 S Preferred Package,32670,0,Napleton's Oak Lawn Mazda,3.9,"Oak Lawn, IL (14 mi.)",594
2024 Nissan Rogue SV,33297,0,Countryside Nissan,4.7,"Countryside, IL (14 mi.)",2536
2013 Acura MDX 3.7L Advance,19900,78900,Not found,0.0,"Willowbrook, IL (18 mi.)",0
2006 GMC Savana 1500 Cargo,18995,90266,Multi Autos,0.0,"Lombard, IL (20 mi.)",3
2024 Cadillac Escalade Premium Luxury,105235,0,Heritage Cadillac,4.6,"Lombard, IL (20 mi.)",1190
2017 Jeep New Compass Latitude,13277,87732,Castle Chevrolet North,4.9,"Elk Grove Village, IL (21 mi.)",768
2025 Jeep Grand Cherokee L Altitude,45332,0,Napleton's River Oaks Chrysler Jeep Dodge RAM,4.6,"Lansing, IL (22 mi.)",1329
2014 Audi A8 L 3.0 TDI,27995,67041,Affinity Auto Sales,4.0,"West Chicago, IL (25 mi.)",51
2024 Ford Escape Active,34580,0,Webb Ford,4.0,"Highland, IN (26 mi.)",441
2025 Nissan Rogue SV,32400,0,Woodfield Nissan,4.0,"Hoffman Estates, IL (27 mi.)",478
2025 Nissan Rogue SV,32784,0,Woodfield Nissan,4.0,"Hoffman Estates, IL (27 mi.)",478
2012 Jeep Grand Cherokee Overland,14900,110043,Car City Inc,3.9,"Palatine, IL (28 mi.)",50
2024 BMW X4 xDrive30i,50883,10670,BMW of Schererville,4.8,"Schererville, IN (28 mi.)",567
2015 Mitsubishi Lancer ES,5399,184748,Hyundai of Palatine,2.7,"Palatine, IL (28 mi.)",508
2024 Volkswagen Taos 1.5T SE,30086,0,Bill Jacobs VW,4.4,"Naperville, IL (30 mi.)",688
2025 Ford Explorer Active,50145,0,Fair Oaks Ford,4.7,"Naperville, IL (30 mi.)",3772
2020 Kia Optima LX,13499,61103,West Chicago Auto Mall,3.6,"West Chicago, IL (3 mi.)",127
2025 Nissan Rogue SV,38725,0,Berman Nissan of Chicago,4.7,"Chicago, IL (6 mi.)",1283
2024 Hyundai Elantra SEL,23735,0,McGrath City Hyundai,4.0,"Chicago, IL (9 mi.)",3042
2023 Chevrolet Malibu 1LT,21998,30005,CarMax Pharr,0.0,Location not found,2
2024 Hyundai Elantra SEL,23735,0,McGrath City Hyundai,4.0,"Chicago, IL (9 mi.)",3042
2017 Ford Taurus Limited,12677,103910,Al Piemonte Ford,4.8,"Melrose Park, IL (12 mi.)",750
2025 Honda CR-V EX-L,38305,0,Gerald Honda of Countryside,4.9,"Countryside, IL (14 mi.)",1857
2023 Chevrolet Tahoe High Country,68998,9386,CarMax Hillside (Eisenhower Expy),0.0,"Hillside, IL (14 mi.)",14
2020 Jeep Grand Cherokee Limited,28998,33607,CarMax Hillside (Eisenhower Expy),0.0,"Hillside, IL (14 mi.)",14
2024 Ford Escape Active,33374,0,Westfield Ford,4.3,"Countryside, IL (14 mi.)",1169
2022 Mitsubishi Outlander SEL,27998,32188,CarMax Bristol,0.0,Location not found,7
2009 Lexus LS 460 Base,13600,96469,AutoNation Hyundai O'Hare,4.4,"Des Plaines, IL (16 mi.)",1303
2025 Mercedes-Benz CLA 250 Base,53315,0,Mercedes-Benz of Westmont,4.6,"Westmont, IL (18 mi.)",1260
2024 Jeep Grand Cherokee 4xe Base,46325,0,Fields Chrysler Jeep Dodge RAM,0.0,"Glenview, IL (19 mi.)",78
2017 Honda CR-V Touring,17980,100030,Driven Auto of Oak Forest,4.4,"Oak Forest, IL (21 mi.)",50
2025 Volvo XC40 Ultra Dark Theme,51710,0,Volvo Cars Lisle,4.8,"Lisle, IL (24 mi.)",1281
2016 Mercedes-Benz S-Class S 550 4MATIC,27995,90019,Affinity Auto Sales,4.0,"West Chicago, IL (25 mi.)",51
2020 Volkswagen Tiguan 2.0T SEL Premium R-Line,23000,53750,Thomas Kia of Highland,4.3,"Highland, IN (26 mi.)",1058
2015 Mercedes-Benz CLS-Class S 4MATIC,40900,62206,McGrath Arlington Kia,2.7,"Palatine, IL (27 mi.)",627
2021 BMW 530 i xDrive,36026,26379,BMW of Schererville,4.8,"Schererville, IN (28 mi.)",567
2025 Buick Envista Avenir FWD,30428,0,Woody Buick GMC Naperville,4.8,"Naperville, IL (30 mi.)",687
2022 Ford Edge Titanium,24353,51078,The Chevrolet Exchange,4.9,"Lake Bluff, IL (30 mi.)",992
2024 Mercedes-Benz AMG C 63 S E Performance,105525,0,Mercedes-Benz of Chicago,4.8,"Chicago, IL (3 mi.)",1360
2024 Mercedes-Benz GLC 300 Base 4MATIC,60170,0,Mercedes-Benz of Chicago,4.8,"Chicago, IL (3 mi.)",1360
2023 Jeep Compass Limited,28494,27439,Marino Chrysler Jeep Dodge RAM,4.9,"Chicago, IL (8 mi.)",5104
2022 Audi Q3 Premium,30998,18165,CarMax Sanford,0.0,Location not found,17
2021 Mazda CX-30 Turbo Premium Package,23249,16577,McGrath City Mazda,4.6,"Chicago, IL (9 mi.)",727
2024 Subaru BRZ tS,36465,0,Mcgrath Evanston Subaru,4.5,"Skokie, IL (11 mi.)",217
2023 Jeep Gladiator Mojave 4x4,45093,11845,Sherman Dodge Chrysler Jeep RAM,4.0,"Skokie, IL (12 mi.)",2008
2022 Jeep Compass Trailhawk,24880,13858,Berman Chrysler Dodge Jeep Ram,4.1,"Oak Lawn, IL (13 mi.)",56
2009 Toyota Camry LE,5281,206922,Oak Lawn Toyota,4.7,"Oak Lawn, IL (13 mi.)",3526
2022 Kia Seltos S,22998,18108,CarMax Miami (International Mall),0.0,Location not found,17
2024 Nissan Rogue SV,33599,0,Countryside Nissan,4.7,"Countryside, IL (14 mi.)",2536
2023 Toyota Prius LE,31998,14731,CarMax Oak Lawn,0.0,"Oak Lawn, IL (14 mi.)",11
2023 Ferrari SF90 Stradale Base,549999,1928,Continental Ferrari,0.0,"Hinsdale, IL (16 mi.)",13
2013 Ford Explorer XLT,13248,128499,Haggerty Buick GMC Inc,5.0,"Villa Park, IL (18 mi.)",131
2025 BMW M440 i xDrive,84590,0,Laurel BMW of Westmont,4.7,"Westmont, IL (18 mi.)",1987
2014 Chevrolet Impala 1LS,9900,127552,B & M Auto Sales,0.0,"Oak Forest, IL (21 mi.)",20
2025 Honda CR-V Hybrid Sport-L,40955,0,Community Honda of Orland Park,4.2,"Orland Park, IL (22 mi.)",1834
2025 Chevrolet Equinox RS,37587,0,Apple Chevrolet,4.7,"Tinley Park, IL (22 mi.)",1558
2013 Mercedes-Benz CLS-Class CLS 550 4MATIC,19995,78989,Auto Showcase of Carol Stream,4.1,"Carol Stream, IL (24 mi.)",80
2019 Chevrolet Silverado 1500 LT Trail Boss,37995,98387,Affinity Auto Sales,4.0,"West Chicago, IL (25 mi.)",51
2024 Mercedes-Benz EQB 300 4MATIC,62885,0,Mercedes-Benz of Hoffman Estates,4.7,"Hoffman Estates, IL (27 mi.)",1248
2020 Rolls-Royce Dawn Convertible,328900,8047,Bentley Bugatti Lamborghini Maserati Rolls-Royce of Chicago,0.0,"Chicago, IL (2 mi.)",58
2025 Mercedes-Benz GLC 300 Base 4MATIC,52785,0,Mercedes-Benz of Chicago,4.8,"Chicago, IL (3 mi.)",1360
2006 BMW Z4 3.0i Roadster,17595,37012,TAB Auto Brokers,5.0,"Chicago, IL (9 mi.)",25
2021 Jaguar F-TYPE P300,39998,24961,CarMax Denton,0.0,Location not found,4
2021 Buick Encore GX Essence,22168,39226,Zeigler Buick GMC of Lincolnwood,4.5,"Lincolnwood, IL (10 mi.)",1546
2023 Tesla Model 3 Standard Range,23971,41546,Berwyn Kia,4.6,"Berwyn, IL (10 mi.)",274
2020 Audi RS Q8 4.0T quattro,83950,49987,Auto Park Imports,0.0,"Stone Park, IL (13 mi.)",37
2024 Volkswagen Taos 1.5T SE,29661,0,The Autobarn Volkswagen of Countryside,4.9,"Countryside, IL (14 mi.)",1368
2021 Chevrolet Blazer 2LT,24998,29307,CarMax Houston Katy Freeway,0.0,Location not found,7
2024 Hyundai Kona SEL,25999,4017,AutoNation Hyundai O'Hare,4.4,"Des Plaines, IL (16 mi.)",1303
2015 Audi A7 3.0T Prestige,19750,68500,McGrath Lexus of Westmont,4.8,"Westmont, IL (18 mi.)",2187
2022 Hyundai Tucson Limited,31998,8408,CarMax Glencoe (Edens Expy),0.0,"Glencoe, IL (18 mi.)",2
2018 Kia Optima S,9800,121592,Ultimo Motors North Shore,3.2,"Northbrook, IL (19 mi.)",88
2022 Jeep Compass Latitude Lux,23491,22340,Apple Chevrolet,4.7,"Tinley Park, IL (22 mi.)",1558
2024 Jeep Grand Cherokee L Limited,49400,0,Zeigler Chrysler Dodge Jeep Ram of Downers Grove,4.3,"Downers Grove, IL (22 mi.)",897
2024 Audi Q5 45 S line Premium Plus,44895,7438,The Audi Exchange,4.5,"Highland Park, IL (24 mi.)",993
2025 Volvo XC40 B5 PLUS DARK,49325,0,Volvo Cars Lisle,4.8,"Lisle, IL (24 mi.)",1281
2024 Chevrolet Malibu RS,26845,0,Dick Wickstrom Chevrolet,4.8,"Roselle, IL (24 mi.)",767
2022 Ford F-150 XL,34900,27284,Webb Ford,4.0,"Highland, IN (26 mi.)",441
2024 Acura ZDX A-SPEC,70450,0,Muller's Woodfield Acura,4.9,"Hoffman Estates, IL (27 mi.)",1965
2025 Buick Envista Sport Touring FWD,26191,0,Woody Buick GMC Naperville,4.8,"Naperville, IL (30 mi.)",687
2024 Volkswagen Taos 1.5T SE,30881,0,Volkswagen of Downtown Chicago,4.6,"Chicago, IL (2 mi.)",2575
2024 Hyundai Kona Limited,26395,5693,Napleton Downtown Chevrolet Buick GMC,3.9,"Chicago, IL (3 mi.)",1003
2016 RAM 3500 Tradesman,21999,58544,West Chicago Auto Mall,3.6,"West Chicago, IL (3 mi.)",127
2022 Hyundai Santa Fe Plug-In Hybrid Limited,33998,38351,CarMax St. Louis Mid Rivers Mall,0.0,Location not found,9
2022 Audi A5 Sportback Premium,31998,38919,CarMax Edison,0.0,Location not found,1
2021 Toyota Highlander XLE,36528,48150,Continental Toyota,4.9,"Hodgkins, IL (15 mi.)",2958
2021 Tesla Model S Plaid,56497,35726,Current Automotive,0.0,"Hinsdale, IL (16 mi.)",9
2020 Volkswagen Passat 2.0T S,15950,47623,Al Piemonte Buick GMC,4.3,"Elmhurst, IL (17 mi.)",1205
2019 RAM 3500 Longhorn,52480,107139,Lucky Motors Megastore of Villa Park,3.8,"Villa Park, IL (18 mi.)",204
2025 Mercedes-Benz AMG GLA 35 Base,65115,0,Autohaus on Edens,4.7,"Northbrook, IL (19 mi.)",3067
2024 Mazda CX-90 3.3 Turbo Select,37334,0,Castle Mazda Downers Grove,4.3,"Downers Grove, IL (21 mi.)",98
2022 Ford F-150 XLT,43500,19675,Packey Webb Ford,4.4,"Downers Grove, IL (21 mi.)",652
2024 Chevrolet Equinox 1LT,26082,0,Castle Chevrolet North,4.9,"Elk Grove Village, IL (21 mi.)",768
2021 Jeep Compass Limited,20499,35429,Phillips Chevrolet of Lansing,5.0,"Lansing, IL (22 mi.)",6799
2025 RAM 1500 Tradesman,44305,0,Bettenhausen Chrysler Dodge Jeep RAM,4.9,"Tinley Park, IL (22 mi.)",4744
2023 Jeep Compass Trailhawk,26999,3896,Phillips Chevrolet of Lansing,5.0,"Lansing, IL (22 mi.)",6799
2023 Mercedes-Benz GLB 250 Base,41991,100,Mercedes-Benz of Orland Park,4.5,"Orland Park, IL (22 mi.)",394
2024 Volvo XC40 Twin Core,53289,0,Volvo Cars Lisle,4.8,"Lisle, IL (24 mi.)",1281
2024 Ford Escape Active,29909,0,Arlington Heights Ford,4.9,"Arlington Heights, IL (26 mi.)",4459
2024 Subaru Forester Premium,29995,2713,Napleton's Palatine Subaru,4.4,"Palatine, IL (28 mi.)",237
2024 Ford Escape Active,30787,0,Currie Motors Ford of Frankfort,4.8,"Frankfort, IL (29 mi.)",3422
2020 Mercedes-Benz GLE 450 4MATIC,46990,24272,Knauz Auto Park,4.4,"Lake Bluff, IL (30 mi.)",2067
2024 Mazda CX-5 2.5 S Premium Package,36186,0,The Autobarn Mazda of Evanston,4.8,"Evanston, IL (11 mi.)",1479
2025 Mazda CX-5 Carbon Edition Turbo,38870,0,Napleton's Oak Lawn Mazda,3.9,"Oak Lawn, IL (14 mi.)",594
2024 Ford Escape Active,32145,0,Westfield Ford,4.3,"Countryside, IL (14 mi.)",1169
2021 Chevrolet Blazer LT,22998,47052,CarMax Clermont,0.0,Location not found,2
2019 Chevrolet Silverado 2500 LTZ,47998,74885,CarMax Midlothian,0.0,Location not found,12
2024 Ford Escape ST-Line,33143,0,Roesch Ford,4.6,"Bensenville, IL (17 mi.)",537
2025 Mercedes-Benz CLA 250 Base 4MATIC,48695,0,Mercedes-Benz of Westmont,4.6,"Westmont, IL (18 mi.)",1260
2018 Kia Niro LX,9995,123886,Ed Napleton Acura Kia,4.4,"Elmhurst, IL (18 mi.)",1393
2021 Cadillac XT5 Premium Luxury,30239,51723,Napleton Autowerks River Oaks,4.6,"Calumet City, IL (20 mi.)",350
2016 Mercedes-Benz CLA-Class CLA 250 4MATIC,11357,115641,Napleton River Oaks Hyundai Kia,4.6,"Calumet City, IL (20 mi.)",1922
2022 Mitsubishi Outlander Sport 2.0 ES,16897,67029,Napleton River Oaks Hyundai Kia,4.6,"Calumet City, IL (20 mi.)",1922
2024 Mazda CX-90 3.3 Turbo S Premium Plus,57170,0,Castle Mazda Downers Grove,4.3,"Downers Grove, IL (21 mi.)",98
