Product Name,Price,Miles,Dealername,Rating,Location,Reviews
2025 Chevrolet Equinox 1LT,33325,0,Napleton Downtown Chevrolet Buick GMC,3.9,"Chicago, IL (3 mi.)",1003
2024 Hyundai Sonata SEL,26999,1532,Napleton Downtown Chevrolet Buick GMC,3.9,"Chicago, IL (3 mi.)",1003
2021 Kia Soul S,16998,29711,CarMax Bakersfield,0.0,Location not found,4
2024 Nissan Rogue SL,38109,0,Berman Nissan of Chicago,4.7,"Chicago, IL (6 mi.)",1283
2025 Mazda CX-5 Carbon Edition Turbo,40575,0,The Autobarn Mazda of Evanston,4.8,"Evanston, IL (11 mi.)",1479
2020 Chevrolet Silverado 1500 RST,39998,53486,CarMax Bristol,0.0,Location not found,7
2024 Mazda Mazda3 FWD w/Select Package,25697,0,Napleton's Oak Lawn Mazda,3.9,"Oak Lawn, IL (14 mi.)",594
2024 Ford Escape Active,32145,0,Westfield Ford,4.3,"Countryside, IL (14 mi.)",1169
2024 Ford Escape Active,32145,0,Westfield Ford,4.3,"Countryside, IL (14 mi.)",1169
2024 Honda Ridgeline Sport,39495,0,AutoNation Honda O'Hare,4.6,"Des Plaines, IL (16 mi.)",2420
2025 Subaru Outback Premium,36436,0,Grand Subaru,4.9,"Bensenville, IL (17 mi.)",3896
2025 Subaru Forester Limited,38389,0,Grand Subaru,4.9,"Bensenville, IL (17 mi.)",3896
2012 Subaru Legacy Premium,7800,126648,Advance 1 Auto Group,0.0,"Lombard, IL (19 mi.)",2
2025 Audi Q7 55 Premium Plus,75800,0,Audi Orland Park,0.0,"Orland Park, IL (22 mi.)",267
2025 Audi Q7 55 Premium Plus,75555,0,The Audi Exchange,4.5,"Highland Park, IL (24 mi.)",993
2024 Chevrolet Trax LT,24197,0,Tasca Chevrolet Wheeling,4.8,"Wheeling, IL (24 mi.)",3513
2006 Mercedes-Benz CLS-Class CLS500,6900,105393,Exotic Motors,2.9,"Rolling Meadows, IL (26 mi.)",634
2025 Mercedes-Benz GLC 300 4MATIC,55045,0,Mercedes-Benz of Hoffman Estates,4.7,"Hoffman Estates, IL (27 mi.)",1248
2025 Honda CR-V Hybrid Sport-L,40955,0,Gerald Honda of Matteson,4.9,"Matteson, IL (27 mi.)",2276
2022 Subaru Forester Base,25941,7344,Napleton's Schaumburg Subaru,4.5,"Schaumburg, IL (27 mi.)",395
2025 Mazda CX-5 Select,31320,0,Napleton Mazda of Naperville,4.2,"Naperville, IL (30 mi.)",527
2024 Porsche Macan Base,64994,2351,Porsche Lincolnwood,4.5,"Lincolnwood, IL (11 mi.)",87
2025 INFINITI QX80 AUTOGRAPH,111045,0,Berman INFINITI of Niles,4.5,"Niles, IL (12 mi.)",72
2024 Mazda CX-90 3.3 Turbo Select,38998,0,Napleton's Countryside Mazda,4.2,"Countryside, IL (14 mi.)",995
2024 Audi Q8 e-tron Sportback S-Line Premium Plus,58998,3685,CarMax Escondido,0.0,Location not found,6
2024 Mazda CX-5 2.5 S Preferred Package,31304,0,Napleton's Countryside Mazda,4.2,"Countryside, IL (14 mi.)",995
2025 Mazda CX-90 3.3 Turbo S Premium,53605,0,Napleton's Countryside Mazda,4.2,"Countryside, IL (14 mi.)",995
2017 Hyundai Accent SE,13599,80456,CarMax McKinney,0.0,Location not found,1
2023 Toyota Highlander LE,33988,22574,Hertz Car Sales Des Plaines,0.0,"Des Plaines, IL (16 mi.)",120
2013 Chevrolet Tahoe LTZ,14999,142081,Your Choice Auto Sales of Posen,4.3,"Posen, IL (18 mi.)",113
2016 Dodge Durango Citadel,16452,112093,Audi Westmont,4.7,"Westmont, IL (18 mi.)",1729
2018 BMW 330 Gran Turismo xDrive,26595,60106,DriveTime of West Chicago,0.0,"Lombard, IL (19 mi.)",6
2021 Chevrolet Silverado 1500 RST,33696,37946,Apple Chevrolet,4.7,"Tinley Park, IL (22 mi.)",1558
2017 Porsche Cayenne Base,25390,80270,Joe Rizza Ford Lincoln,4.3,"Orland Park, IL (22 mi.)",2879
2025 Jeep Grand Cherokee L Laredo,40788,0,Napleton's River Oaks Chrysler Jeep Dodge RAM,4.6,"Lansing, IL (22 mi.)",1329
2021 Jeep Compass Latitude,20500,56340,Napleton's River Oaks Chrysler Jeep Dodge RAM,4.6,"Lansing, IL (22 mi.)",1329
2025 RAM 1500 Big Horn/Lone Star,47031,0,Bettenhausen Chrysler Dodge Jeep RAM,4.9,"Tinley Park, IL (22 mi.)",4744
2024 Jeep Grand Cherokee L Limited,49022,0,Zeigler Chrysler Dodge Jeep Ram of Downers Grove,4.3,"Downers Grove, IL (22 mi.)",897
2025 Subaru Forester Sport,37284,0,Napleton's Schaumburg Subaru,4.5,"Schaumburg, IL (27 mi.)",395
2023 Chevrolet Equinox Premier,29150,12751,Arnie Bauer Buick GMC of Matteson,4.5,"Matteson, IL (27 mi.)",2302
2024 Mercedes-Benz GLC 300 4MATIC,55565,0,Mercedes-Benz of Naperville,4.7,"Naperville, IL (30 mi.)",1030
2025 Mercedes-Benz E-Class E 450,76110,0,Mercedes-Benz of Naperville,4.7,"Naperville, IL (30 mi.)",1030
2024 Ford Escape Base,45004,0,Fair Oaks Ford,4.7,"Naperville, IL (30 mi.)",3772
2023 Chevrolet Traverse LT Cloth,27000,48568,Kingdom Chevrolet,4.4,"Chicago, IL (8 mi.)",389
2024 Ford Explorer Timberline,48915,0,Golf Mill Ford,4.8,"Niles, IL (14 mi.)",3743
2019 Chevrolet Silverado 1500 LT,22988,102245,Jennings Chevy / VW,4.7,"Glenview, IL (15 mi.)",1564
2013 INFINITI JX35,14998,86016,CarMax Phoenix-Gilbert,0.0,Location not found,13
2020 Lincoln Aviator Reserve,37998,42177,CarMax Salisbury,0.0,Location not found,2
2024 Acura ZDX Base,70450,0,Ed Napleton Acura Kia,4.4,"Elmhurst, IL (18 mi.)",1393
2025 Mercedes-Benz E-Class E 450 4MATIC,77885,0,Autohaus on Edens,4.7,"Northbrook, IL (19 mi.)",3067
2023 BMW M240 i,50000,19966,Napleton Aston Martin Maserati,4.8,"Downers Grove, IL (19 mi.)",1023
2007 Ford F-250 XLT,9950,98144,Chicago Motor Credit,4.9,"South Holland, IL (20 mi.)",116
2012 Honda Civic LX,9900,101522,Dream Motorworks,0.0,"Addison, IL (21 mi.)",1
2021 Mercedes-Benz GLC 300 Base 4MATIC,34057,26379,Zeigler Chrysler Dodge Jeep Ram of Downers Grove,4.3,"Downers Grove, IL (22 mi.)",897
2024 Jeep Grand Cherokee L Limited,46004,0,Bettenhausen Chrysler Dodge Jeep RAM,4.9,"Tinley Park, IL (22 mi.)",4744
2025 Chevrolet Equinox 1LT,35000,0,Dick Wickstrom Chevrolet,4.8,"Roselle, IL (24 mi.)",767
2021 Audi A6 45 Sport Premium,31899,28602,Gravity Autos Chicago,4.5,"Highland Park, IL (25 mi.)",16
2022 Tesla Model 3 Long Range,29995,32491,Affinity Auto Sales,4.0,"West Chicago, IL (25 mi.)",51
2020 Jeep Grand Cherokee Altitude,24989,67701,Zeigler Chrysler Dodge Jeep Ram of Schaumburg,4.4,"Schaumburg, IL (26 mi.)",1401
2021 Chevrolet Equinox 1LT,22000,25020,Garber Chevrolet Highland,4.1,"Highland, IN (26 mi.)",1607
2025 GMC HUMMER EV 3X,107935,0,Arnie Bauer Buick GMC of Matteson,4.5,"Matteson, IL (27 mi.)",2302
2021 Jeep Compass Limited,22881,30487,South Oak Dodge Chrysler Jeep RAM,4.6,"Matteson, IL (27 mi.)",1942
2025 Mercedes-Benz GLC 300 Base 4MATIC,54285,0,Mercedes-Benz of Hoffman Estates,4.7,"Hoffman Estates, IL (27 mi.)",1248
2024 Ferrari Roma,274900,367,Lake Forest Sports Cars,0.0,"Lake Bluff, IL (30 mi.)",6
2024 Ford Escape ST-Line Select,34051,0,Fair Oaks Ford,4.7,"Naperville, IL (30 mi.)",3772
2024 Mercedes-Benz E-Class 4MATIC,94390,0,Mercedes-Benz of Chicago,4.8,"Chicago, IL (3 mi.)",1360
2021 Nissan Rogue SV,23163,20212,Berman Nissan of Chicago,4.7,"Chicago, IL (6 mi.)",1283
2024 Subaru Ascent Onyx Edition 7-Passenger,41152,0,Mcgrath Evanston Subaru,4.5,"Skokie, IL (11 mi.)",217
2023 Nissan Altima SR,24998,41527,CarMax Kenosha,0.0,Location not found,8
2024 Nissan Rogue SL,31909,0,Old Orchard Nissan,4.6,"Skokie, IL (14 mi.)",3581
2024 Jeep Grand Cherokee 4xe Base,52284,0,Jack Phelan Chrysler Dodge Jeep RAM,4.9,"Countryside, IL (14 mi.)",1753
2024 Mazda CX-5 2.5 S Select,29220,0,Napleton's Oak Lawn Mazda,3.9,"Oak Lawn, IL (14 mi.)",594
2024 Ford Escape Platinum,44780,0,Westfield Ford,4.3,"Countryside, IL (14 mi.)",1169
2023 Nissan Murano SL Intelligent AWD,31998,15847,Countryside Nissan,4.7,"Countryside, IL (14 mi.)",2536
2022 Kia Rio S,16998,64332,CarMax West Broad,0.0,Location not found,19
2025 MINI Hardtop Cooper S,38295,0,MINI of Glencoe North Shore,4.2,"Glenco, IL (18 mi.)",273
2015 MINI Hardtop Cooper S,10985,131639,Xchange Motors,5.0,"Addison, IL (19 mi.)",12
2024 Audi A5 Sportback 45 S Line Premium,40985,4224,The Audi Exchange,4.5,"Highland Park, IL (24 mi.)",993
2024 Ford Escape Active,31893,0,Arlington Heights Ford,4.9,"Arlington Heights, IL (26 mi.)",4459
2022 Toyota Highlander XLE,33490,62035,Gerald Honda of Matteson,4.9,"Matteson, IL (27 mi.)",2276
2024 Ford Escape PHEV,44500,0,Sutton Ford,4.4,"Matteson, IL (27 mi.)",5128
2017 Jeep Grand Cherokee Trailhawk,20995,70801,Napleton's Palatine Subaru,4.4,"Palatine, IL (28 mi.)",237
2025 Mazda CX-5 2.5 S Preferred Package,33373,0,Napleton's Palatine Mazda,3.1,"Palatine, IL (28 mi.)",52
2025 Ford Escape Active,30950,0,Fair Oaks Ford,4.7,"Naperville, IL (30 mi.)",3772
2024 BMW 840 i,77595,11147,Knauz Auto Park,4.4,"Lake Bluff, IL (30 mi.)",2067
1999 Am General Hummer,79900,59057,Gold Coast Motors,0.0,"Naperville, IL (30 mi.)",73
2025 Mazda CX-5 Preferred,39815,0,Napleton Mazda of Naperville,4.2,"Naperville, IL (30 mi.)",527
2024 Mercedes-Benz EQB 300 4MATIC,65120,0,Mercedes-Benz of Chicago,4.8,"Chicago, IL (3 mi.)",1360
2024 Mercedes-Benz EQB 300 4MATIC,61675,0,Mercedes-Benz of Chicago,4.8,"Chicago, IL (3 mi.)",1360
2022 Honda Civic Sport,22995,5509,Chrysler Dodge Jeep Ram of Chicago,4.1,"Chicago, IL (8 mi.)",322
2018 Subaru Forester 2.5I,15998,117840,CarMax Manchester,0.0,Location not found,2
2025 Ford Explorer ST,59465,0,Zeigler Ford of North Riverside,4.7,"North Riverside, IL (9 mi.)",518
2025 Chevrolet Trax FWD ACTIV,25985,0,Webb Chevy,4.7,"Oak Lawn, IL (13 mi.)",2209
2019 Mercedes-Benz A-Class,25998,40038,CarMax Wilmington,0.0,Location not found,1
2025 Honda CR-V Hybrid Sport,37955,0,Gerald Honda of Countryside,4.9,"Countryside, IL (14 mi.)",1857
2022 Jeep Grand Cherokee 4xe Summit,44974,19287,Glenview Luxury Imports,4.8,"Glenview, IL (15 mi.)",470
2025 Mazda CX-5 Preferred,34285,0,Wilkins Mazda,4.8,"Elmhurst, IL (16 mi.)",485
2025 Subaru Outback Limited,40293,0,Grand Subaru,4.9,"Bensenville, IL (17 mi.)",3896
2024 Cadillac Escalade Sport Platinum,121915,0,Rizza Cadillac Buick GMC,4.5,"Tinley Park, IL (22 mi.)",3908
2025 RAM 1500 Big Horn/Lone Star,53451,0,Bettenhausen Chrysler Dodge Jeep RAM,4.9,"Tinley Park, IL (22 mi.)",4744
2025 RAM 1500 Rebel,70371,0,Bettenhausen Chrysler Dodge Jeep RAM,4.9,"Tinley Park, IL (22 mi.)",4744
2025 Chevrolet Equinox 1LT,30297,0,Dick Wickstrom Chevrolet,4.8,"Roselle, IL (24 mi.)",767
2008 Chevrolet HHR LT Panel,9995,54925,Woodfield Lexus,4.9,"Schaumburg, IL (26 mi.)",2321
2024 Honda Ridgeline RTL,46275,0,Gerald Honda of Matteson,4.9,"Matteson, IL (27 mi.)",2276
2021 Cadillac XT5 Premium Luxury,29425,49417,Arnie Bauer Buick GMC of Matteson,4.5,"Matteson, IL (27 mi.)",2302
2024 Mercedes-Benz EQB 300 4MATIC,64210,0,Napleton Autowerks Schererville,3.4,"Schererville, IN (28 mi.)",597
2014 Buick LaCrosse Premium 1,12995,95275,Schererville Auto Sales,0.0,"Schererville, IN (29 mi.)",2
2020 Ford Escape SE,19649,14692,Currie Motors Ford of Frankfort,4.8,"Frankfort, IL (29 mi.)",3422
2024 Volkswagen Tiguan 2.0T SE 4MOTION,31477,9639,Bill Jacobs VW,4.4,"Naperville, IL (30 mi.)",688
2025 Mercedes-Benz GLC 300 Base 4MATIC,54285,0,Mercedes-Benz of Chicago,4.8,"Chicago, IL (3 mi.)",1360
2020 Chevrolet Sonic FWD Hatchback 1FL 5-Door,10949,91980,Midway Dodge,4.6,"Chicago, IL (7 mi.)",1036
2024 Dodge Hornet GT,32175,0,Sherman Dodge Chrysler Jeep RAM,4.0,"Skokie, IL (12 mi.)",2008
2022 Ford Bronco Sport Outer Banks,33998,8048,CarMax Kenosha,0.0,Location not found,8
2006 Pontiac G6 GTP,8995,56313,Moto Zone Inc.,3.7,"Melrose Park, IL (12 mi.)",44
2019 Buick Encore Preferred,11086,94935,Sherman Dodge Chrysler Jeep RAM,4.0,"Skokie, IL (12 mi.)",2008
2018 Honda Odyssey EX-L,22795,83793,Baha Auto Group Inc.,0.0,"Burbank, IL (13 mi.)",32
2021 Lexus NX 300,32998,21217,CarMax Newark,0.0,Location not found,8
2020 Jeep Wrangler Unlimited Sahara,32998,37764,CarMax Oak Lawn,0.0,"Oak Lawn, IL (14 mi.)",11
2022 Jeep Grand Cherokee L Limited,37660,30659,Jack Phelan Chrysler Dodge Jeep RAM,4.9,"Countryside, IL (14 mi.)",1753
2024 Subaru Outback Premium,36333,0,Grand Subaru,4.9,"Bensenville, IL (17 mi.)",3896
2024 Subaru Ascent Touring 7-Passenger,50980,0,Grand Subaru,4.9,"Bensenville, IL (17 mi.)",3896
2015 Ford C-Max Hybrid SEL,8950,111994,Chicago Motor Credit,4.9,"South Holland, IL (20 mi.)",116
2025 Subaru Outback Premium,31120,0,Muller Subaru Volkswagen,0.0,"Highland Park, IL (24 mi.)",89
2025 Chevrolet Equinox 1LT,34989,0,Dick Wickstrom Chevrolet,4.8,"Roselle, IL (24 mi.)",767
2023 Chevrolet Malibu FWD RS,21500,12974,Garber Chevrolet Highland,4.1,"Highland, IN (26 mi.)",1607
2024 GMC HUMMER EV 3X,110335,0,Arnie Bauer Buick GMC of Matteson,4.5,"Matteson, IL (27 mi.)",2302
2021 BMW X1 sDrive28i,29980,11598,BMW of Schererville,4.8,"Schererville, IN (28 mi.)",567
2020 Chevrolet Silverado 1500 Custom,27900,72998,Bettenhausen Chrysler Dodge Jeep RAM,4.7,"Lockport, IL (28 mi.)",12
2024 Mercedes-Benz E-Class E 350,78145,0,Mercedes-Benz of Naperville,4.7,"Naperville, IL (30 mi.)",1030
2024 INEOS Grenadier AWD,83495,0,Knauz Ineos Grenadier of Lake Bluff,0.0,"Lake Bluff, IL (30 mi.)",123
2025 Mercedes-Benz GLC 300 Base 4MATIC,63315,0,Mercedes-Benz of Naperville,4.7,"Naperville, IL (30 mi.)",1030
2025 GMC HUMMER EV Base,111235,0,Zeigler Buick GMC of Lincolnwood,4.5,"Lincolnwood, IL (10 mi.)",1546
2021 Cadillac XT5 Premium Luxury,28900,31740,Webb Chevy,4.7,"Oak Lawn, IL (13 mi.)",2209
2014 Hyundai Sonata Limited,12998,114200,CarMax Oak Lawn,0.0,"Oak Lawn, IL (14 mi.)",11
2019 Lexus RX 450h F-Sport,40998,23290,CarMax Colorado Springs,0.0,Location not found,13
2018 Buick Encore Sport Touring,15998,74029,CarMax Hillside (Eisenhower Expy),0.0,"Hillside, IL (14 mi.)",14
2020 Chevrolet Silverado 1500 LT Trail Boss,46998,51961,CarMax Hillside (Eisenhower Expy),0.0,"Hillside, IL (14 mi.)",14
2024 Ford Escape Platinum,43655,0,Westfield Ford,4.3,"Countryside, IL (14 mi.)",1169
2025 Jeep Grand Cherokee Limited X,57235,0,Jack Phelan Chrysler Dodge Jeep RAM,4.9,"Countryside, IL (14 mi.)",1753
2014 Ford Flex Limited,16998,78946,CarMax West Sahara,0.0,Location not found,11
2024 Volkswagen Taos 1.5T SE,31981,0,Jennings Chevy / VW,4.7,"Glenview, IL (15 mi.)",1564
2024 Chevrolet Equinox 1LT,29815,0,Golf Mill Chevrolet,4.5,"Niles, IL (16 mi.)",780
2024 Subaru Ascent Limited 8-Passenger,47528,0,Grand Subaru,4.9,"Bensenville, IL (17 mi.)",3896
2019 Buick LaCrosse Premium,19170,104631,My Choice Motors of Elmhurst,4.4,"Elmhurst, IL (17 mi.)",79
2023 Maserati Levante GT,79713,0,Joe Rizza Maserati Alfa Romeo,4.6,"Orland Park, IL (22 mi.)",214
2021 Tesla Model Y Long Range Dual Motor All-Wheel Drive,27389,56799,Gravity Autos Chicago,4.5,"Highland Park, IL (25 mi.)",16
2022 Jeep Compass High Altitude,22495,41031,Napleton's Arlington Heights Chrysler Dodge Jeep RAM,4.4,"Arlington Heights, IL (26 mi.)",3364
2024 Mercedes-Benz EQB 300 4MATIC,60795,0,Mercedes-Benz of Hoffman Estates,4.7,"Hoffman Estates, IL (27 mi.)",1248
2025 Ford Explorer ST-Line,44174,0,Currie Motors Ford of Frankfort,4.8,"Frankfort, IL (29 mi.)",3422
2017 Hyundai Veloster Value Edition,6950,98000,Not found,0.0,"Frankfort, IL (30 mi.)",0
2024 Mercedes-Benz E-Class E 350,66125,0,Mercedes-Benz of Naperville,4.7,"Naperville, IL (30 mi.)",1030
2024 Mazda CX-5 Preferred,31315,0,Napleton Mazda of Naperville,4.2,"Naperville, IL (30 mi.)",527
2021 Honda Civic LX,18477,50139,Castle Chrysler Dodge Jeep Ram of Naperville,4.2,"Naperville, IL (30 mi.)",1654
2023 Land Rover Range Rover Velar P340 S R-Dynamic,54995,19545,TAB Auto Brokers,5.0,"Chicago, IL (9 mi.)",25
2017 Chevrolet Malibu Premier,18993,57142,Luxury Motors Credit,4.5,"Bridgeview, IL (12 mi.)",56
2024 Dodge Hornet GT AWD,29257,0,Berman Chrysler Dodge Jeep Ram,4.1,"Oak Lawn, IL (13 mi.)",56
2018 Mitsubishi Eclipse Cross SEL,17998,55695,CarMax Chattanooga,0.0,Location not found,5
2016 Kia Rio LX,12599,70135,CarMax Midlothian,0.0,Location not found,12
2020 Honda CR-V EX-L,28963,39991,Golf Mill Ford,4.8,"Niles, IL (14 mi.)",3743
2023 Chevrolet Camaro 2SS,46971,4760,Advantage Chevrolet,4.7,"Hodgkins, IL (14 mi.)",5047
2019 Audi S5 3.0T Prestige,31995,58388,Baha Auto Group,0.0,"Palos Hills, IL (16 mi.)",1
2025 Chevrolet Trax FWD ACTIV,26190,0,Golf Mill Chevrolet,4.5,"Niles, IL (16 mi.)",780
2025 Chevrolet Trax FWD ACTIV,25440,0,Castle Chevrolet of Villa Park,4.2,"Villa Park, IL (17 mi.)",1163
2019 Chevrolet Equinox 1LT,12980,77392,Platinum Auto Exchange,4.1,"Mt Prospect, IL (19 mi.)",191
2021 Nissan Altima 2.5 SR,18779,67459,94 Nissan Of South Holland,4.8,"South Holland, IL (20 mi.)",3104
2024 Ford Escape ST-Line Select,34000,0,Joe Rizza Ford Lincoln,4.3,"Orland Park, IL (22 mi.)",2879
2022 Chevrolet Equinox 1LT,20500,35993,Dick Wickstrom Chevrolet,4.8,"Roselle, IL (24 mi.)",767
2025 Audi Q7 55 Premium,70420,0,The Audi Exchange,4.5,"Highland Park, IL (24 mi.)",993
2006 Jeep Wrangler Sport,18449,65390,Frankfort Auto Haus,0.0,"Frankfort, IL (27 mi.)",106
2025 GMC HUMMER EV 2X,104485,0,Arnie Bauer Buick GMC of Matteson,4.5,"Matteson, IL (27 mi.)",2302
2024 Mercedes-Benz E-Class E 350,69980,0,Napleton Autowerks Schererville,3.4,"Schererville, IN (28 mi.)",597
2024 Mercedes-Benz E-Class E 350,70987,0,Napleton Autowerks Schererville,3.4,"Schererville, IN (28 mi.)",597
2025 Audi Q7 55 Premium Plus,75800,0,Audi Naperville,4.7,"Naperville, IL (30 mi.)",993
2024 BMW X3 xDrive30i,49995,4880,Knauz Auto Park,4.4,"Lake Bluff, IL (30 mi.)",2067
2009 Ferrari 612 Scaglietti Base,164900,22919,Lake Forest Sports Cars,0.0,"Lake Bluff, IL (30 mi.)",6
2024 BMW 750e xDrive,109888,2912,Perillo BMW,4.0,"Chicago, IL (2 mi.)",657
2024 Ford Escape Active,30742,0,Fox Ford of Chicago,4.9,"Chicago, IL (4 mi.)",2032
2024 Hyundai Elantra SEL,23740,0,McGrath City Hyundai,4.0,"Chicago, IL (9 mi.)",3042
2015 MINI Countryman S ALL4,16998,62470,CarMax O'Fallon,0.0,Location not found,2
2023 GMC Sierra 1500 AT4,58099,10511,Sherman Dodge Chrysler Jeep RAM,4.0,"Skokie, IL (12 mi.)",2008
2024 Ford Escape ST-Line Elite,43155,0,Al Piemonte Ford,4.8,"Melrose Park, IL (12 mi.)",750
2023 Toyota RAV4 XLE,31529,22803,Oak Lawn Toyota,4.7,"Oak Lawn, IL (13 mi.)",3526
2021 INFINITI QX50 Luxe,28998,27472,CarMax Wilmington,0.0,Location not found,1
2013 Subaru Outback 2.5I Premium,12998,127612,CarMax Oak Lawn,0.0,"Oak Lawn, IL (14 mi.)",11
2024 Toyota RAV4 Hybrid Limited,42549,0,Continental Toyota,4.9,"Hodgkins, IL (15 mi.)",2958
2024 Mercedes-Benz E-Class E 350,73305,0,Mercedes-Benz of Westmont,4.6,"Westmont, IL (18 mi.)",1260
2018 Mercedes-Benz GLC 300,24998,52703,CarMax Glencoe (Edens Expy),0.0,"Glencoe, IL (18 mi.)",2
2025 Mercedes-Benz E-Class E 350,71640,0,Mercedes-Benz of Orland Park,4.5,"Orland Park, IL (22 mi.)",394
2025 INFINITI QX80 SENSORY AWD,100345,0,INFINITI of Orland Park A Zeigler Auto Group Company,4.5,"Orland Park, IL (22 mi.)",1414
2023 Maserati Levante GT,83618,0,Joe Rizza Maserati Alfa Romeo,4.6,"Orland Park, IL (22 mi.)",214
2021 BMW 330 xDrive,29489,30956,Gravity Autos Chicago,4.5,"Highland Park, IL (25 mi.)",16
2018 Ford Explorer XLT,21472,69687,Advantage Chevrolet of Bolingbrook,4.8,"Bolingbrook, IL (27 mi.)",5371
2025 Subaru Forester Limited,40020,0,Napleton's Schaumburg Subaru,4.5,"Schaumburg, IL (27 mi.)",395
2014 Buick LaCrosse Leather,12495,75410,Schererville Auto Sales,0.0,"Schererville, IN (29 mi.)",2
2025 Mercedes-Benz AMG GLA 35 AMG GLA 35,65140,0,Mercedes-Benz of Naperville,4.7,"Naperville, IL (30 mi.)",1030
2025 Mercedes-Benz GLC 300 Base 4MATIC,53385,0,Mercedes-Benz of Naperville,4.7,"Naperville, IL (30 mi.)",1030
2025 Mercedes-Benz GLC 300 Base 4MATIC,52785,0,Mercedes-Benz of Chicago,4.8,"Chicago, IL (3 mi.)",1360
2015 Porsche Macan S,24985,64006,Luxury Auto Selection,0.0,"Chicago, IL (8 mi.)",36
1994 Buick Roadmaster Limited,14000,119483,Not found,0.0,"Bridgeview, IL (14 mi.)",0
2021 Jeep Cherokee Altitude,21998,59929,CarMax Greensboro,0.0,Location not found,1
2024 Ford Escape Active,32145,0,Westfield Ford,4.3,"Countryside, IL (14 mi.)",1169
2017 Kia Sedona LX,16998,69405,CarMax Parker,0.0,Location not found,15
2011 Hyundai Tucson GLS,5999,113856,Premier Auto Works Inc,5.0,"Alsip, IL (16 mi.)",11
2018 Nissan Rogue SV,15900,64305,Wilkins Mazda,4.8,"Elmhurst, IL (16 mi.)",485
2021 Ford Bronco Sport Outer Banks,28555,14668,Roesch Ford,4.6,"Bensenville, IL (17 mi.)",537
2024 Ford F-250 XL,51420,0,Roesch Ford,4.6,"Bensenville, IL (17 mi.)",537
2013 GMC Terrain SLT-2,7995,129634,Nexton Motors LLC,5.0,"Elmhurst, IL (17 mi.)",52
2024 Toyota GR Supra 3.0 Premium,63500,550,Not found,0.0,"Willowbrook, IL (18 mi.)",0
2024 Mercedes-Benz E-Class E 350 4MATIC,69560,0,Autohaus on Edens,4.7,"Northbrook, IL (19 mi.)",3067
2024 Ford Escape ST-Line Select,35115,0,Packey Webb Ford,4.4,"Downers Grove, IL (21 mi.)",652
2025 RAM 1500 Big Horn/Lone Star,50538,0,Bettenhausen Chrysler Dodge Jeep RAM,4.9,"Tinley Park, IL (22 mi.)",4744
2019 Audi A7 3.0T Prestige,35995,64150,Audi Orland Park,0.0,"Orland Park, IL (22 mi.)",267
2022 Audi Q5 45 S line Prestige,40787,15211,The Audi Exchange,4.5,"Highland Park, IL (24 mi.)",993
2024 Genesis GV80 3.5T Prestige Signature,69498,6505,Genesis of Schaumburg,0.0,"SCHAUMBURG, IL (25 mi.)",1
2017 Lexus RC 300 Base,30977,46097,Woodfield Lexus,4.9,"Schaumburg, IL (26 mi.)",2321
2025 Mercedes-Benz GLC 300 4MATIC,53385,0,Mercedes-Benz of Hoffman Estates,4.7,"Hoffman Estates, IL (27 mi.)",1248
2025 Nissan Rogue SV,32400,0,Woodfield Nissan,4.0,"Hoffman Estates, IL (27 mi.)",478
2024 Honda Ridgeline Sport,46600,0,Gerald Honda of Matteson,4.9,"Matteson, IL (27 mi.)",2276
2025 INFINITI QX80 AUTOGRAPH AWD,110840,0,Berman Nissan of Chicago,4.7,"Chicago, IL (6 mi.)",1283
2025 Subaru Forester Premium,34908,0,Berman Subaru of Chicago,4.4,"Chicago, IL (8 mi.)",778
2024 Hyundai IONIQ 5 Limited,52685,0,McGrath City Hyundai,4.0,"Chicago, IL (9 mi.)",3042
2017 Lexus IS 200t,19998,110810,CarMax Kearny Mesa,0.0,Location not found,10
2025 Mercedes-Benz GLC 300 Base,68255,0,Loeber Motors Mercedes-Benz,0.0,"Lincolnwood, IL (11 mi.)",0
2025 Mercedes-Benz GLC 300 Base,58705,0,Loeber Motors Mercedes-Benz,0.0,"Lincolnwood, IL (11 mi.)",0
2025 Subaru Forester Limited,37802,0,Mcgrath Evanston Subaru,4.5,"Skokie, IL (11 mi.)",217
2025 Mazda CX-5 2.5 S Select Package,32340,0,The Autobarn Mazda of Evanston,4.8,"Evanston, IL (11 mi.)",1479
2022 Hyundai Palisade SEL,28998,55906,CarMax Pleasant Hill,0.0,Location not found,4
2022 Ford F-150 XL,19995,69000,Not found,0.0,"Des Plaines, IL (16 mi.)",0
2024 Ford Escape Active,33081,0,Roesch Ford,4.6,"Bensenville, IL (17 mi.)",537
2025 Subaru Outback Touring XT,45233,0,Grand Subaru,4.9,"Bensenville, IL (17 mi.)",3896
2015 Jeep Grand Cherokee Limited,13900,133339,Champion Motorsports,4.8,"Crestwood, IL (17 mi.)",185
2021 Tesla Model Y Long Range,37998,13627,CarMax Glencoe (Edens Expy),0.0,"Glencoe, IL (18 mi.)",2
2021 Tesla Model Y Long Range Dual Motor All-Wheel Drive,26991,67098,Denali Motors,0.0,"Addison, IL (20 mi.)",2
2015 Lexus ES 350 Base,19500,69500,Not found,0.0,"Downers Grove, IL (22 mi.)",0
2025 Kia K4 EX,25145,0,International Kia,4.7,"Orland Hills, IL (22 mi.)",604
